Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,25-34 years,,31,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,35-44 years,,42,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,45-54 years,11,65,,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,55-64 years,25,174,12,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,65-74 years,56,277,30,15,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,75-84 years,65,359,36,16,,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male,85 years and over,79,445,57,21,,121,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Male Total,"Male, all ages",241,"1,404",144,60,18,342,
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,25-34 years,,13,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,35-44 years,,27,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,45-54 years,0,36,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,55-64 years,14,107,,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,65-74 years,33,181,18,,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,75-84 years,61,314,33,18,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female,85 years and over,105,655,59,22,,146,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut,Female Total,"Female, all ages",216,"1,345",119,46,15,304,
05/13/2020,02/01/2020,05/09/2020,Connecticut,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Connecticut Total,All sexes,All Ages,457,"2,753",263,106,33,646,
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,1-4 years,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,15-24 years,0,10,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,25-34 years,0,23,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,35-44 years,0,39,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,45-54 years,,61,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,55-64 years,,154,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,65-74 years,12,260,21,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,75-84 years,19,303,18,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Male,85 years and over,14,321,23,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Male Total,"Male, all ages",50,"1,179",72,23,,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,25-34 years,,12,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,35-44 years,0,24,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,45-54 years,,36,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,55-64 years,,125,,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,65-74 years,12,231,15,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,75-84 years,15,345,28,,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female,85 years and over,27,506,41,,,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Delaware,Female Total,"Female, all ages",65,"1,298",100,22,11,154,
05/13/2020,02/01/2020,05/09/2020,Delaware,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Delaware Total,All sexes,All Ages,115,"2,477",172,45,15,257,
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,Under 1 year,0,11,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,15-24 years,0,21,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,25-34 years,,45,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,35-44 years,,48,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,45-54 years,11,73,13,11,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,55-64 years,12,179,22,12,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,65-74 years,32,240,52,32,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,75-84 years,12,168,28,12,0,28,
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male,85 years and over,13,158,18,13,0,18,
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Male Total,"Male, all ages",82,950,140,82,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,Under 1 year,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,25-34 years,0,15,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,35-44 years,0,23,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,45-54 years,,53,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,55-64 years,,111,15,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,65-74 years,20,164,40,20,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,75-84 years,,163,25,,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female,85 years and over,15,253,28,15,0,28,
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Female Total,"Female, all ages",53,805,117,53,,121,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,District of Columbia,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,District of Columbia Total,All sexes,All Ages,135,"1,755",257,135,,264,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Florida,Male,Under 1 year,0,175,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Florida,Male,1-4 years,0,37,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Florida,Male,5-14 years,0,61,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Florida,Male,15-24 years,0,428,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Florida,Male,25-34 years,,846,17,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Florida,Male,35-44 years,20,"1,101",46,10,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Florida,Male,45-54 years,38,"1,902",106,23,19,139,
05/13/2020,02/01/2020,05/09/2020,Florida,Male,55-64 years,97,"4,603",304,57,29,373,
05/13/2020,02/01/2020,05/09/2020,Florida,Male,65-74 years,186,"7,100",633,99,33,753,
05/13/2020,02/01/2020,05/09/2020,Florida,Male,75-84 years,236,"8,596",808,120,34,957,
05/13/2020,02/01/2020,05/09/2020,Florida,Male,85 years and over,183,"8,123",674,101,16,772,
05/13/2020,02/01/2020,05/09/2020,Florida,Male Total,"Male, all ages",767,"32,972","2,604",412,149,"3,104",
05/13/2020,02/01/2020,05/09/2020,Florida,Female,Under 1 year,0,157,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Florida,Female,1-4 years,0,30,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
