Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID-19 Deaths",Footnote
05/01/2020,02/01/2020,04/25/2020,Connecticut,Male,25-34 years,0,15,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Male,35-44 years,,24,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Male,45-54 years,,30,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Male,55-64 years,,90,,,0,11,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Male,65-74 years,12,144,11,,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Male,75-84 years,19,183,19,,,33,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Male,85 years and over,21,216,23,,,45,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Male Total,"Male, all ages",64,708,66,17,,121,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,25-34 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,35-44 years,,11,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,45-54 years,0,29,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,55-64 years,,56,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,65-74 years,,100,11,,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,75-84 years,16,141,17,,,27,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female,85 years and over,28,336,32,,,55,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut,Female Total,"Female, all ages",56,689,64,17,10,113,
05/01/2020,02/01/2020,04/25/2020,Connecticut,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Connecticut Total,All sexes,All Ages,120,"1,398",130,34,18,234,
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,1-4 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,15-24 years,0,10,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,25-34 years,0,19,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,35-44 years,0,30,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,45-54 years,0,48,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,55-64 years,,134,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,65-74 years,,217,15,,,17,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,75-84 years,11,228,11,,,18,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Male,85 years and over,,272,15,,,17,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Male Total,"Male, all ages",21,965,48,13,,60,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,25-34 years,,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,35-44 years,0,21,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,45-54 years,,28,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,55-64 years,,99,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,65-74 years,10,188,14,,,24,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,75-84 years,,283,22,,,27,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female,85 years and over,12,426,30,,,41,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Delaware,Female Total,"Female, all ages",32,"1,069",75,11,10,106,
05/01/2020,02/01/2020,04/25/2020,Delaware,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Delaware Total,All sexes,All Ages,53,"2,034",123,24,14,166,
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,Under 1 year,0,10,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,15-24 years,0,21,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,25-34 years,,38,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,35-44 years,,36,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,45-54 years,,63,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,55-64 years,,141,13,,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,65-74 years,14,192,33,14,0,33,
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,75-84 years,,144,17,,0,17,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male,85 years and over,,135,10,,0,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Male Total,"Male, all ages",37,784,87,37,,89,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,Under 1 year,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,5-14 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,25-34 years,0,11,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,35-44 years,0,22,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,45-54 years,,50,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,55-64 years,,92,10,,0,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,65-74 years,14,136,33,14,,34,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,75-84 years,,140,19,,0,19,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female,85 years and over,,209,17,,0,17,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Female Total,"Female, all ages",29,680,86,29,,90,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,District of Columbia,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,District of Columbia Total,All sexes,All Ages,66,"1,464",173,66,,179,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Male,Under 1 year,0,148,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Male,1-4 years,0,31,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Male,5-14 years,0,54,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Male,15-24 years,0,368,,0,,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Male,25-34 years,,737,15,0,,24,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Male,35-44 years,11,949,33,,,46,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Male,45-54 years,24,"1,625",88,14,19,116,
05/01/2020,02/01/2020,04/25/2020,Florida,Male,55-64 years,64,"3,974",258,41,26,307,
05/01/2020,02/01/2020,04/25/2020,Florida,Male,65-74 years,122,"6,179",529,62,31,620,
05/01/2020,02/01/2020,04/25/2020,Florida,Male,75-84 years,151,"7,561",688,86,33,785,
05/01/2020,02/01/2020,04/25/2020,Florida,Male,85 years and over,123,"7,161",582,75,15,645,
05/01/2020,02/01/2020,04/25/2020,Florida,Male Total,"Male, all ages",499,"28,787","2,207",282,141,"2,561",
05/01/2020,02/01/2020,04/25/2020,Florida,Female,Under 1 year,0,138,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Female,1-4 years,0,27,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Female,5-14 years,0,32,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Female,15-24 years,0,134,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Female,25-34 years,,339,14,,,18,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Female,35-44 years,,547,29,,,38,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Florida,Female,45-54 years,10,"1,073",65,,12,82,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
